Date,Column1,Index,Incoming Calls,Answered Calls,Answer Rate,Abandoned Calls,Answer Speed (AVG),Talk Duration (AVG),Waiting Time (AVG),Service Level (20 Seconds)
4/18/2019,Thursday,748,180,169,0.9389,11,12:00:23 AM,12:02:44 AM,12:02:05 AM,0.68
4/19/2019,Friday,749,213,198,0.9296,15,12:00:16 AM,12:02:47 AM,12:06:21 AM,0.77
4/20/2019,Saturday,750,251,239,0.9522,12,12:00:21 AM,12:02:18 AM,12:02:48 AM,0.72
4/21/2019,Sunday,751,200,189,0.945,11,12:00:19 AM,12:02:53 AM,12:04:36 AM,0.76
4/22/2019,Monday,752,214,205,0.9579,9,12:00:25 AM,12:02:48 AM,12:07:17 AM,0.72
4/23/2019,Tuesday,753,185,154,0.8324,31,12:00:47 AM,12:02:56 AM,12:03:16 AM,0.36
4/24/2019,Wednesday,754,49,46,0.9388,3,12:00:38 AM,12:02:21 AM,12:02:16 AM,0.52
4/25/2019,Thursday,755,193,185,0.9585,8,12:00:21 AM,12:02:51 AM,12:03:57 AM,0.76
4/26/2019,Friday,756,195,184,0.9436,11,12:00:22 AM,12:02:39 AM,12:02:38 AM,0.7
4/27/2019,Saturday,757,211,195,0.9242,16,12:00:34 AM,12:02:51 AM,12:04:31 AM,0.57
4/28/2019,Sunday,758,200,190,0.95,10,12:00:15 AM,12:02:56 AM,12:03:06 AM,0.81
4/29/2019,Monday,759,48,47,0.9792,1,12:00:15 AM,12:03:13 AM,12:02:58 AM,0.81
4/30/2019,Tuesday,760,164,159,0.9695,5,12:00:20 AM,12:02:51 AM,12:04:47 AM,0.78
5/1/2019,Wednesday,761,43,42,0.9767,1,12:00:14 AM,12:02:32 AM,12:02:34 AM,0.84
5/2/2019,Thursday,762,236,223,0.9449,13,12:00:26 AM,12:02:46 AM,12:03:38 AM,0.65
5/3/2019,Friday,763,270,262,0.9704,8,12:00:15 AM,12:02:36 AM,12:02:08 AM,0.83
5/4/2019,Saturday,764,304,262,0.8618,42,12:00:34 AM,12:02:56 AM,12:07:01 AM,0.57
5/5/2019,Sunday,765,286,270,0.9441,16,12:00:20 AM,12:02:48 AM,12:03:06 AM,0.71
5/6/2019,Monday,766,317,284,0.8959,33,12:00:30 AM,12:02:48 AM,12:08:16 AM,0.66
5/7/2019,Tuesday,767,471,396,0.8408,75,12:00:59 AM,12:02:41 AM,12:05:29 AM,0.31
5/8/2019,Wednesday,768,48,44,0.9167,4,12:00:29 AM,12:02:31 AM,12:03:07 AM,0.66
5/9/2019,Thursday,769,375,317,0.8453,58,12:00:43 AM,12:02:52 AM,12:05:06 AM,0.41
5/10/2019,Friday,770,327,309,0.945,18,12:00:22 AM,12:02:48 AM,12:03:46 AM,0.68
5/11/2019,Saturday,771,366,316,0.8634,50,12:00:37 AM,12:02:44 AM,12:05:11 AM,0.54
5/12/2019,Sunday,772,121,105,0.8678,16,12:00:47 AM,12:03:00 AM,12:08:41 AM,0.6
5/13/2019,Monday,773,287,266,0.9268,21,12:00:34 AM,12:03:06 AM,12:04:08 AM,0.6
5/14/2019,Tuesday,774,298,277,0.9295,21,12:00:39 AM,12:03:08 AM,12:03:35 AM,0.51
5/15/2019,Wednesday,775,70,56,0.8,14,12:00:46 AM,12:03:23 AM,12:05:08 AM,0.46
5/16/2019,Thursday,776,287,255,0.8885,32,12:00:40 AM,12:03:30 AM,12:04:09 AM,0.47
5/17/2019,Friday,777,298,259,0.8691,39,12:00:30 AM,12:03:14 AM,12:07:15 AM,0.58
5/18/2019,Saturday,778,347,317,0.9135,30,12:00:30 AM,12:03:11 AM,12:05:52 AM,0.6
5/19/2019,Sunday,779,414,356,0.8599,58,12:00:43 AM,12:03:27 AM,12:15:32 AM,0.47
5/20/2019,Monday,780,406,362,0.8916,44,12:00:37 AM,12:03:02 AM,12:05:17 AM,0.53
5/21/2019,Tuesday,781,366,322,0.8798,44,12:00:35 AM,12:03:03 AM,12:11:12 AM,0.57
5/22/2019,Wednesday,782,68,64,0.9412,4,12:00:14 AM,12:02:58 AM,12:02:04 AM,0.82
5/23/2019,Thursday,783,350,320,0.9143,30,12:00:37 AM,12:03:13 AM,12:05:39 AM,0.54
5/24/2019,Friday,784,437,352,0.8055,85,12:00:52 AM,12:03:01 AM,12:09:33 AM,0.41
5/25/2019,Saturday,785,484,438,0.905,46,12:00:45 AM,12:02:57 AM,12:05:47 AM,0.45
5/26/2019,Sunday,786,405,368,0.9086,37,12:00:35 AM,12:03:09 AM,12:05:41 AM,0.58
5/27/2019,Monday,787,570,368,0.6456,202,12:01:11 AM,12:03:24 AM,12:25:51 AM,0.24
5/28/2019,Tuesday,788,424,384,0.9057,40,12:00:49 AM,12:03:14 AM,12:08:56 AM,0.4
5/29/2019,Wednesday,789,60,57,0.95,3,12:00:32 AM,12:03:19 AM,12:03:00 AM,0.56
5/30/2019,Thursday,790,497,442,0.8893,55,12:00:48 AM,12:01:36 AM,12:10:45 AM,0.58
5/31/2019,Friday,791,429,378,0.8811,51,12:00:37 AM,12:02:05 AM,12:10:55 AM,0.55
6/1/2019,Saturday,792,499,388,0.7776,111,12:00:54 AM,12:02:15 AM,12:16:59 AM,0.48
6/2/2019,Sunday,793,510,434,0.851,76,12:00:48 AM,12:03:29 AM,12:10:21 AM,0.42
6/3/2019,Monday,794,549,458,0.8342,91,12:01:13 AM,12:03:35 AM,12:09:12 AM,0.29
6/4/2019,Tuesday,795,590,444,0.7525,146,12:01:23 AM,12:03:34 AM,12:08:58 AM,0.19
6/5/2019,Wednesday,796,137,120,0.8759,17,12:00:58 AM,12:03:11 AM,12:05:22 AM,0.33
6/6/2019,Thursday,797,598,476,0.796,122,12:00:58 AM,12:03:39 AM,12:08:45 AM,0.32
6/7/2019,Friday,798,231,180,0.7792,51,12:01:04 AM,12:03:33 AM,12:09:07 AM,0.34
6/8/2019,Saturday,799,724,362,0.5,362,12:02:01 AM,12:03:55 AM,12:12:18 AM,0.12
6/9/2019,Sunday,800,732,367,0.5014,365,12:02:48 AM,12:02:52 AM,12:16:38 AM,0.08
6/10/2019,Monday,801,582,301,0.5172,281,12:02:41 AM,12:04:13 AM,12:21:42 AM,0.12
6/11/2019,Tuesday,802,621,344,0.5539,277,12:02:07 AM,12:03:29 AM,12:12:24 AM,0.14
6/12/2019,Wednesday,803,116,106,0.9138,10,12:00:34 AM,12:04:23 AM,12:04:44 AM,0.63
6/13/2019,Thursday,804,533,300,0.5629,233,12:02:12 AM,12:04:03 AM,12:12:24 AM,0.13
6/14/2019,Friday,805,416,322,0.774,94,12:01:04 AM,12:03:34 AM,12:06:12 AM,0.39
6/15/2019,Saturday,806,415,259,0.6241,156,12:02:10 AM,12:03:57 AM,12:13:38 AM,0.18
6/16/2019,Sunday,807,433,289,0.6674,144,12:01:42 AM,12:03:28 AM,12:13:12 AM,0.23
6/17/2019,Monday,808,454,284,0.6256,170,12:01:53 AM,12:03:34 AM,12:19:22 AM,0.24
6/18/2019,Tuesday,809,244,195,0.7992,49,12:01:25 AM,12:03:51 AM,12:11:22 AM,0.37
6/19/2019,Wednesday,810,51,48,0.9412,3,12:00:14 AM,12:03:26 AM,12:03:21 AM,0.84
6/20/2019,Thursday,811,202,176,0.8713,26,12:00:24 AM,12:03:42 AM,12:05:28 AM,0.67
6/21/2019,Friday,812,128,118,0.9219,10,12:00:30 AM,12:03:42 AM,12:07:53 AM,0.74
6/22/2019,Saturday,813,102,100,0.9804,2,12:00:14 AM,12:03:32 AM,12:03:09 AM,0.85
6/23/2019,Sunday,814,201,169,0.8408,32,12:00:32 AM,12:03:25 AM,12:06:12 AM,0.58
6/24/2019,Monday,815,261,195,0.7471,66,12:01:01 AM,12:03:27 AM,12:07:55 AM,0.38
6/25/2019,Tuesday,816,201,173,0.8607,28,12:00:41 AM,12:03:15 AM,12:06:50 AM,0.6
6/26/2019,Wednesday,817,64,61,0.9531,3,12:00:09 AM,12:03:15 AM,12:02:23 AM,0.92
6/27/2019,Thursday,818,200,168,0.84,32,12:00:51 AM,12:03:23 AM,12:06:46 AM,0.49
6/28/2019,Friday,819,158,148,0.9367,10,12:00:30 AM,12:03:17 AM,12:04:08 AM,0.57
6/29/2019,Saturday,820,174,155,0.8908,19,12:00:26 AM,12:03:01 AM,12:05:10 AM,0.62
6/30/2019,Sunday,821,67,64,0.9552,3,12:00:26 AM,12:03:31 AM,12:04:58 AM,0.71
7/1/2019,Monday,822,24,23,0.9583,1,12:00:23 AM,12:02:50 AM,12:02:01 AM,0.75
7/2/2019,Tuesday,823,106,92,0.8679,14,12:00:44 AM,12:03:03 AM,12:05:04 AM,0.46
7/3/2019,Wednesday,824,52,50,0.9615,2,12:00:11 AM,12:03:19 AM,12:01:24 AM,0.88
7/4/2019,Thursday,825,223,203,0.9103,20,12:00:31 AM,12:03:18 AM,12:04:11 AM,0.62
7/5/2019,Friday,826,274,233,0.8504,41,12:00:48 AM,12:03:27 AM,12:05:10 AM,0.36
7/6/2019,Saturday,827,280,263,0.9393,17,12:00:23 AM,12:03:13 AM,12:03:50 AM,0.68
7/7/2019,Sunday,828,534,468,0.8764,66,12:00:30 AM,12:02:46 AM,12:04:39 AM,0.57
7/8/2019,Monday,829,315,300,0.9524,15,12:00:24 AM,12:03:11 AM,12:02:50 AM,0.7
7/9/2019,Tuesday,830,122,113,0.9262,9,12:00:20 AM,12:02:58 AM,12:02:19 AM,0.77
7/10/2019,Wednesday,831,63,60,0.9524,3,12:00:21 AM,12:02:51 AM,12:02:52 AM,0.74
7/11/2019,Thursday,832,402,368,0.9154,34,12:00:32 AM,12:03:07 AM,12:03:06 AM,0.54
7/12/2019,Friday,833,413,370,0.8959,43,12:00:29 AM,12:03:10 AM,12:03:22 AM,0.58
7/13/2019,Saturday,834,389,346,0.8895,43,12:00:36 AM,12:03:21 AM,12:05:10 AM,0.5
7/14/2019,Sunday,835,495,308,0.6222,187,12:01:31 AM,12:03:25 AM,12:16:35 AM,0.19
7/15/2019,Monday,836,712,340,0.4775,372,12:02:00 AM,12:03:26 AM,12:16:25 AM,0.12
7/16/2019,Tuesday,837,1057,602,0.5695,455,12:01:44 AM,12:02:33 AM,12:12:24 AM,0.11
7/17/2019,Wednesday,838,620,321,0.5177,299,12:02:42 AM,12:03:13 AM,12:16:34 AM,0.11
7/18/2019,Thursday,839,1575,871,0.553,704,12:01:32 AM,12:02:33 AM,12:22:45 AM,0.14
7/19/2019,Friday,840,1349,775,0.5745,574,12:01:46 AM,12:03:10 AM,12:15:53 AM,0.12
7/20/2019,Saturday,841,999,454,0.4545,545,12:02:48 AM,12:03:14 AM,12:13:24 AM,0.04
7/21/2019,Sunday,842,968,547,0.5651,421,12:02:26 AM,12:03:18 AM,12:14:13 AM,0.12
7/22/2019,Monday,843,1066,453,0.425,613,12:05:04 AM,12:03:39 AM,12:22:37 AM,0.02
7/23/2019,Tuesday,844,788,633,0.8033,155,12:01:13 AM,12:03:23 AM,12:12:26 AM,0.21
7/24/2019,Wednesday,845,252,213,0.8452,39,12:00:53 AM,12:03:31 AM,12:08:17 AM,0.44
7/25/2019,Thursday,846,842,625,0.7423,217,12:01:11 AM,12:03:10 AM,12:14:28 AM,0.27
7/26/2019,Friday,847,847,722,0.8524,125,12:00:54 AM,12:03:04 AM,12:08:05 AM,0.33
7/27/2019,Saturday,848,800,615,0.7688,185,12:01:07 AM,12:03:25 AM,12:07:24 AM,0.24
7/28/2019,Sunday,849,1100,823,0.7482,277,12:01:08 AM,12:03:18 AM,12:15:31 AM,0.3
7/29/2019,Monday,850,1242,909,0.7319,333,12:01:23 AM,12:03:04 AM,12:11:11 AM,0.19
7/30/2019,Tuesday,851,732,460,0.6284,272,12:01:31 AM,12:03:12 AM,12:10:29 AM,0.18
7/31/2019,Wednesday,852,112,104,0.9286,8,12:00:34 AM,12:03:21 AM,12:04:13 AM,0.56
8/1/2019,Thursday,853,482,434,0.9004,48,12:00:41 AM,12:03:01 AM,12:11:01 AM,0.47
8/2/2019,Friday,854,570,484,0.8491,86,12:00:51 AM,12:03:07 AM,12:11:48 AM,0.37
8/3/2019,Saturday,855,490,398,0.8122,92,12:00:50 AM,12:03:17 AM,12:21:44 AM,0.36
8/4/2019,Sunday,856,462,311,0.6732,151,12:01:11 AM,12:03:17 AM,12:08:50 AM,0.26
8/5/2019,Monday,857,428,373,0.8715,55,12:00:40 AM,12:02:58 AM,12:07:01 AM,0.51
8/6/2019,Tuesday,858,393,312,0.7939,81,12:01:02 AM,12:03:16 AM,12:08:16 AM,0.31
8/7/2019,Wednesday,859,58,50,0.8621,8,12:00:29 AM,12:03:04 AM,12:03:06 AM,0.67
8/8/2019,Thursday,860,316,279,0.8829,37,12:00:40 AM,12:02:58 AM,12:03:31 AM,0.44
8/9/2019,Friday,861,298,274,0.9195,24,12:00:30 AM,12:02:59 AM,12:03:02 AM,0.56
8/10/2019,Saturday,862,308,275,0.8929,33,12:00:40 AM,12:02:56 AM,12:06:54 AM,0.52
8/11/2019,Sunday,863,259,242,0.9344,17,12:00:16 AM,12:02:54 AM,12:04:09 AM,0.78
8/12/2019,Monday,864,464,391,0.8427,73,12:00:55 AM,12:03:31 AM,12:05:13 AM,0.35
8/13/2019,Tuesday,865,302,275,0.9106,27,12:00:30 AM,12:03:02 AM,12:09:54 AM,0.56
8/14/2019,Wednesday,866,47,45,0.9574,2,12:00:12 AM,12:02:41 AM,12:02:37 AM,0.85
8/15/2019,Thursday,867,293,279,0.9522,14,12:00:22 AM,12:02:53 AM,12:02:57 AM,0.67
8/16/2019,Friday,868,245,225,0.9184,20,12:00:18 AM,12:02:55 AM,12:04:11 AM,0.74
8/17/2019,Saturday,869,295,227,0.7695,68,12:00:48 AM,12:03:19 AM,12:05:42 AM,0.45
8/18/2019,Sunday,870,205,196,0.9561,9,12:00:20 AM,12:03:06 AM,12:05:10 AM,0.74
8/19/2019,Monday,871,249,215,0.8635,34,12:00:40 AM,12:02:58 AM,12:24:51 AM,0.46
8/20/2019,Tuesday,872,236,213,0.9025,23,12:00:26 AM,12:03:14 AM,12:03:54 AM,0.63
8/21/2019,Wednesday,873,39,39,1,0,12:00:14 AM,12:02:30 AM,12:02:27 AM,0.87
8/22/2019,Thursday,874,208,194,0.9327,14,12:00:17 AM,12:02:54 AM,12:02:59 AM,0.77
8/23/2019,Friday,875,39,38,0.9744,1,12:00:04 AM,12:02:21 AM,12:01:02 AM,0.95
8/24/2019,Saturday,876,115,110,0.9565,5,12:00:08 AM,12:02:46 AM,12:04:12 AM,0.9
8/25/2019,Sunday,877,338,308,0.9112,30,12:00:27 AM,12:02:50 AM,12:04:11 AM,0.63
8/26/2019,Monday,878,404,320,0.7921,84,12:00:45 AM,12:02:58 AM,12:11:53 AM,0.51
8/27/2019,Tuesday,879,436,393,0.9014,43,12:00:26 AM,12:02:51 AM,12:06:13 AM,0.65
8/28/2019,Wednesday,880,73,72,0.9863,1,12:00:07 AM,12:02:46 AM,12:01:43 AM,0.93
8/29/2019,Thursday,881,521,492,0.9443,29,12:00:17 AM,12:02:45 AM,12:03:23 AM,0.79
8/30/2019,Friday,882,648,564,0.8704,84,12:00:27 AM,12:02:46 AM,12:05:25 AM,0.61
8/31/2019,Saturday,883,729,592,0.8121,137,12:00:55 AM,12:02:53 AM,12:07:29 AM,0.36
9/1/2019,Sunday,884,1196,718,0.6003,478,12:01:52 AM,12:03:09 AM,12:11:06 AM,0.15
9/2/2019,Monday,885,436,323,0.7408,113,12:00:44 AM,12:03:02 AM,12:06:12 AM,0.44
9/3/2019,Tuesday,886,191,178,0.9319,13,12:00:16 AM,12:02:51 AM,12:04:08 AM,0.81
9/4/2019,Wednesday,887,68,68,1,0,12:00:05 AM,12:02:56 AM,12:01:39 AM,0.99
9/5/2019,Thursday,888,498,429,0.8614,69,12:00:34 AM,12:03:09 AM,12:04:12 AM,0.51
9/6/2019,Friday,889,358,329,0.919,29,12:00:21 AM,12:03:03 AM,12:02:15 AM,0.67
9/7/2019,Saturday,890,340,302,0.8882,38,12:00:24 AM,12:02:50 AM,12:05:10 AM,0.66
9/8/2019,Sunday,891,322,306,0.9503,16,12:00:16 AM,12:02:39 AM,12:06:17 AM,0.78
9/9/2019,Monday,892,296,282,0.9527,14,12:00:18 AM,12:02:37 AM,12:02:45 AM,0.77
9/10/2019,Tuesday,893,264,234,0.8864,30,12:00:20 AM,12:02:34 AM,12:04:54 AM,0.7
9/11/2019,Wednesday,894,52,51,0.9808,1,12:00:06 AM,12:02:36 AM,12:01:05 AM,0.94
9/12/2019,Thursday,895,266,264,0.9925,2,12:00:09 AM,12:02:39 AM,12:02:01 AM,0.91
9/13/2019,Friday,896,242,238,0.9835,4,12:00:09 AM,12:02:45 AM,12:02:30 AM,0.9
9/14/2019,Saturday,897,241,228,0.9461,13,12:00:19 AM,12:02:48 AM,12:06:08 AM,0.8
9/15/2019,Sunday,898,279,269,0.9642,10,12:00:08 AM,12:02:43 AM,12:03:07 AM,0.91
9/16/2019,Monday,899,73,72,0.9863,1,12:00:08 AM,12:03:04 AM,12:02:10 AM,0.92
9/17/2019,Tuesday,900,226,218,0.9646,8,12:00:08 AM,12:02:54 AM,12:02:47 AM,0.92
9/18/2019,Wednesday,901,43,42,0.9767,1,12:00:11 AM,12:02:38 AM,12:01:17 AM,0.84
9/19/2019,Thursday,902,311,255,0.8199,56,12:00:45 AM,12:02:55 AM,12:04:50 AM,0.47
9/20/2019,Friday,903,251,210,0.8367,41,12:00:26 AM,12:02:54 AM,12:09:18 AM,0.64
9/21/2019,Saturday,904,339,313,0.9233,26,12:00:12 AM,12:02:02 AM,12:06:41 AM,0.82
9/22/2019,Sunday,905,323,261,0.808,62,12:00:41 AM,12:02:57 AM,12:09:27 AM,0.54
9/23/2019,Monday,906,289,265,0.917,24,12:00:11 AM,12:03:00 AM,12:05:42 AM,0.83
9/24/2019,Tuesday,907,310,281,0.9065,29,12:00:15 AM,12:02:41 AM,12:02:57 AM,0.79
9/25/2019,Wednesday,908,33,31,0.9394,2,12:00:14 AM,12:02:53 AM,12:02:07 AM,0.85
9/26/2019,Thursday,909,346,318,0.9191,28,12:00:12 AM,12:02:36 AM,12:03:32 AM,0.82
9/27/2019,Friday,910,325,285,0.8769,40,12:00:32 AM,12:02:45 AM,12:09:39 AM,0.61
9/28/2019,Saturday,911,627,504,0.8038,123,12:00:37 AM,12:03:20 AM,12:19:42 AM,0.57
9/29/2019,Sunday,912,905,631,0.6972,274,12:01:23 AM,12:03:42 AM,12:12:04 AM,0.26
9/30/2019,Monday,913,1141,610,0.5346,531,12:01:46 AM,12:03:12 AM,12:25:51 AM,0.15
10/1/2019,Tuesday,914,863,511,0.5921,352,12:02:07 AM,12:03:03 AM,12:15:43 AM,0.12
10/2/2019,Wednesday,915,63,56,0.8889,7,12:00:16 AM,12:02:31 AM,12:04:08 AM,0.71
10/3/2019,Thursday,916,573,487,0.8499,86,12:00:56 AM,12:02:45 AM,12:05:43 AM,0.35
10/4/2019,Friday,917,391,323,0.8261,68,12:00:46 AM,12:03:08 AM,12:08:16 AM,0.43
10/5/2019,Saturday,918,526,355,0.6749,171,12:01:29 AM,12:03:50 AM,12:18:47 AM,0.22
10/6/2019,Sunday,919,343,309,0.9009,34,12:00:39 AM,12:03:24 AM,12:05:10 AM,0.49
10/7/2019,Monday,920,401,346,0.8628,55,12:00:41 AM,12:03:13 AM,12:05:10 AM,0.44
10/8/2019,Tuesday,921,281,239,0.8505,42,12:00:41 AM,12:03:07 AM,12:03:20 AM,0.43
10/9/2019,Wednesday,922,46,39,0.8478,7,12:00:11 AM,12:03:09 AM,12:04:09 AM,0.8
10/10/2019,Thursday,923,357,323,0.9048,34,12:00:32 AM,12:03:08 AM,12:07:14 AM,0.61
10/11/2019,Friday,924,280,255,0.9107,25,12:00:34 AM,12:03:02 AM,12:03:31 AM,0.53
10/12/2019,Saturday,925,258,247,0.9574,11,12:00:25 AM,12:02:57 AM,12:04:12 AM,0.7
10/13/2019,Sunday,926,282,255,0.9043,27,12:00:18 AM,12:02:47 AM,12:04:09 AM,0.75
10/14/2019,Monday,927,253,240,0.9486,13,12:00:18 AM,12:02:41 AM,12:06:11 AM,0.75
10/15/2019,Tuesday,928,266,232,0.8722,34,12:00:37 AM,12:02:49 AM,12:06:11 AM,0.58
10/16/2019,Wednesday,929,30,29,0.9667,1,12:00:10 AM,12:03:21 AM,12:00:49 AM,0.9
10/17/2019,Thursday,930,258,230,0.8915,28,12:00:33 AM,12:03:01 AM,12:04:14 AM,0.54
10/18/2019,Friday,931,293,282,0.9625,11,12:00:23 AM,12:02:39 AM,12:02:38 AM,0.7
10/19/2019,Saturday,932,377,341,0.9045,36,12:00:20 AM,12:02:21 AM,12:03:09 AM,0.68
10/20/2019,Sunday,933,196,182,0.9286,14,12:00:28 AM,12:02:37 AM,12:02:54 AM,0.62
10/21/2019,Monday,934,192,173,0.901,19,12:00:33 AM,12:02:44 AM,12:06:39 AM,0.62
10/22/2019,Tuesday,935,185,178,0.9622,7,12:00:17 AM,12:02:46 AM,12:03:09 AM,0.78
10/23/2019,Wednesday,936,27,25,0.9259,2,12:00:18 AM,12:02:09 AM,12:03:07 AM,0.74
10/24/2019,Thursday,937,222,214,0.964,8,12:00:18 AM,12:02:57 AM,12:06:12 AM,0.75
10/25/2019,Friday,938,217,198,0.9124,19,12:00:09 AM,12:02:43 AM,12:02:57 AM,0.89
10/26/2019,Saturday,939,204,197,0.9657,7,12:00:17 AM,12:02:40 AM,12:03:50 AM,0.8
10/27/2019,Sunday,940,191,181,0.9476,10,12:00:12 AM,12:02:46 AM,12:04:44 AM,0.87
10/28/2019,Monday,941,176,157,0.892,19,12:00:17 AM,12:02:51 AM,12:04:08 AM,0.74
10/29/2019,Tuesday,942,176,163,0.9261,13,12:00:24 AM,12:03:11 AM,12:03:07 AM,0.64
10/30/2019,Wednesday,943,26,26,1,0,12:00:24 AM,12:03:03 AM,12:01:57 AM,0.69
10/31/2019,Thursday,944,170,167,0.9824,3,12:00:16 AM,12:02:47 AM,12:02:08 AM,0.79
11/1/2019,Friday,945,154,147,0.9545,7,12:00:21 AM,12:03:02 AM,12:03:47 AM,0.75
11/2/2019,Saturday,946,165,152,0.9212,13,12:00:17 AM,12:02:58 AM,12:03:40 AM,0.81
11/3/2019,Sunday,947,153,143,0.9346,10,12:00:19 AM,12:03:05 AM,12:03:15 AM,0.78
11/4/2019,Monday,948,175,169,0.9657,6,12:00:11 AM,12:02:17 AM,12:02:12 AM,0.86
11/5/2019,Tuesday,949,241,214,0.888,27,12:00:29 AM,12:03:00 AM,12:14:33 AM,0.66
11/6/2019,Wednesday,950,14,14,1,0,12:00:16 AM,12:02:46 AM,12:01:27 AM,0.86
11/7/2019,Thursday,951,57,55,0.9649,2,12:00:12 AM,12:02:35 AM,12:02:07 AM,0.86
11/8/2019,Friday,952,954,644,0.6751,310,12:01:14 AM,12:02:05 AM,12:11:12 AM,0.26
11/9/2019,Saturday,953,374,344,0.9198,30,12:00:28 AM,12:03:03 AM,12:08:52 AM,0.62
11/10/2019,Sunday,954,265,245,0.9245,20,12:00:31 AM,12:03:05 AM,12:03:21 AM,0.57
11/11/2019,Monday,955,222,205,0.9234,17,12:00:20 AM,12:03:12 AM,12:02:10 AM,0.73
11/12/2019,Tuesday,956,203,192,0.9458,11,12:00:27 AM,12:03:04 AM,12:04:07 AM,0.69
11/13/2019,Wednesday,957,33,31,0.9394,2,12:00:29 AM,12:02:15 AM,12:05:43 AM,0.78
11/14/2019,Thursday,958,220,195,0.8864,25,12:00:28 AM,12:02:45 AM,12:03:06 AM,0.6
11/15/2019,Friday,959,185,177,0.9568,8,12:00:16 AM,12:02:33 AM,12:03:08 AM,0.8
11/16/2019,Saturday,960,203,172,0.8473,31,12:00:34 AM,12:02:53 AM,12:05:06 AM,0.53
11/17/2019,Sunday,961,218,193,0.8853,25,12:00:34 AM,12:02:58 AM,12:07:34 AM,0.62
11/18/2019,Monday,962,204,194,0.951,10,12:00:16 AM,12:02:52 AM,12:03:06 AM,0.81
11/19/2019,Tuesday,963,242,211,0.8719,31,12:00:44 AM,12:02:57 AM,12:06:08 AM,0.48
11/20/2019,Wednesday,964,29,29,1,0,12:00:08 AM,12:02:40 AM,12:00:44 AM,0.9
11/21/2019,Thursday,965,171,163,0.9532,8,12:00:24 AM,12:02:58 AM,12:03:19 AM,0.69
11/22/2019,Friday,966,190,166,0.8737,24,12:00:46 AM,12:02:59 AM,12:09:20 AM,0.42
11/23/2019,Saturday,967,221,196,0.8869,25,12:00:33 AM,12:02:57 AM,12:05:25 AM,0.54
11/24/2019,Sunday,968,297,241,0.8114,56,12:00:49 AM,12:03:11 AM,12:06:52 AM,0.45
11/25/2019,Monday,969,233,214,0.9185,19,12:00:26 AM,12:02:49 AM,12:03:53 AM,0.63
11/26/2019,Tuesday,970,198,191,0.9646,7,12:00:14 AM,12:03:01 AM,12:02:09 AM,0.83
11/27/2019,Wednesday,971,15,15,1,0,12:00:04 AM,12:03:19 AM,12:00:14 AM,1
11/28/2019,Thursday,972,27,25,0.9259,2,12:00:08 AM,12:02:34 AM,12:02:04 AM,0.89
11/29/2019,Friday,973,7,6,0.8571,1,12:00:03 AM,12:04:48 AM,12:00:31 AM,0.86
11/30/2019,Saturday,974,169,144,0.8521,25,12:00:33 AM,12:02:36 AM,12:08:31 AM,0.56
12/1/2019,Sunday,975,224,206,0.9196,18,12:00:20 AM,12:02:35 AM,12:02:26 AM,0.71
12/2/2019,Monday,976,170,160,0.9412,10,12:00:28 AM,12:03:01 AM,12:05:10 AM,0.62
12/3/2019,Tuesday,977,161,149,0.9255,12,12:00:24 AM,12:03:08 AM,12:02:34 AM,0.68
12/4/2019,Wednesday,978,37,35,0.9459,2,12:00:12 AM,12:02:48 AM,12:01:03 AM,0.81
12/5/2019,Thursday,979,183,169,0.9235,14,12:00:32 AM,12:02:58 AM,12:04:28 AM,0.6
12/6/2019,Friday,980,221,206,0.9321,15,12:00:30 AM,12:02:54 AM,12:04:23 AM,0.58
12/7/2019,Saturday,981,202,193,0.9554,9,12:00:18 AM,12:02:53 AM,12:02:48 AM,0.75
12/8/2019,Sunday,982,193,163,0.8446,30,12:00:36 AM,12:03:12 AM,12:05:12 AM,0.53
12/9/2019,Monday,983,201,196,0.9751,5,12:00:10 AM,12:02:43 AM,12:02:32 AM,0.89
12/10/2019,Tuesday,984,193,180,0.9326,13,12:00:21 AM,12:02:42 AM,12:03:17 AM,0.73
12/11/2019,Wednesday,985,27,25,0.9259,2,12:00:25 AM,12:02:03 AM,12:02:07 AM,0.67
12/12/2019,Thursday,986,227,206,0.9075,21,12:00:29 AM,12:03:01 AM,12:04:26 AM,0.67
12/13/2019,Friday,987,225,199,0.8844,26,12:00:35 AM,12:02:58 AM,12:05:19 AM,0.53
12/14/2019,Saturday,988,204,193,0.9461,11,12:00:33 AM,12:02:39 AM,12:05:21 AM,0.59
12/15/2019,Sunday,989,221,194,0.8778,27,12:00:29 AM,12:02:48 AM,12:05:05 AM,0.61
12/16/2019,Monday,990,172,154,0.8953,18,12:00:34 AM,12:03:09 AM,12:03:06 AM,0.54
12/17/2019,Tuesday,991,161,150,0.9317,11,12:00:36 AM,12:02:51 AM,12:05:53 AM,0.53
12/18/2019,Wednesday,992,17,14,0.8235,3,12:00:47 AM,12:03:08 AM,12:02:52 AM,0.41
12/19/2019,Thursday,993,168,145,0.8631,23,12:00:38 AM,12:02:57 AM,12:04:08 AM,0.51
12/20/2019,Friday,994,160,142,0.8875,18,12:00:33 AM,12:02:44 AM,12:09:18 AM,0.54
12/21/2019,Saturday,995,185,159,0.8595,26,12:00:41 AM,12:02:56 AM,12:05:43 AM,0.43
12/22/2019,Sunday,996,155,146,0.9419,9,12:00:28 AM,12:02:49 AM,12:03:27 AM,0.65
